Reference_ID,Deposit_Status,Assigned,Recieved_At,University,I_20_Status,Created_Date_Readable,Modified_Date_Readable
1460719,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1431513,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1373814,0,Prince Tetteh,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1422895,0,"Yewon Kim, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1437484,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1428520,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1455513,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1430750,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1460436,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448549,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1449476,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1425087,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1360604,0,Catherine Donahue,2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1442894,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1410097,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1429089,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1451917,0,"Brooke Armstrong, Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1454923,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1447765,0,"Victoria Dieckman, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1455039,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448005,0,"Alexander Mikhailov, Aliia Raitova",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1457939,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461050,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1432960,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1458055,0,"Brooke Armstrong, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1452204,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1453953,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1457244,0,Catherine Donahue,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1439336,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1451858,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1376791,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1444918,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1452109,0,"Brooke Armstrong, Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1449170,0,"Madeline Schurman, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1464031,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1464441,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1447423,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448354,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1429976,0,"Yewon Kim, Alexander Mikhailov, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1446045,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1395100,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461243,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1444917,0,"Aaron Greenberg, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1451655,0,"Aaron Greenberg, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1437399,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1443856,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1445091,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1458947,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1451673,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1453849,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1378910,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1378586,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1455808,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1441976,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1439913,0,"Brooke Armstrong, Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1388930,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448554,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1237853,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1457689,0,"Victoria Dieckman, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1430939,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1443203,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1446727,0,Palak Joshi,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1441761,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448442,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1443325,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461444,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1458672,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1368936,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1460041,0,"Aliia Raitova, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1460381,0,"Alexander Mikhailov, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1447704,0,"Aaron Greenberg, Palak Joshi, Yewon Kim",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1445183,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1434531,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1458229,0,"Alexander Mikhailov, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1442793,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1458799,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1428343,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1429710,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1458724,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461874,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448974,0,"Madeline Schurman, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1454657,0,"Victoria Dieckman, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1444334,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1428845,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1445595,0,"Aaron Greenberg, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1444025,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1428849,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448747,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1459816,0,"Victoria Dieckman, Aliia Raitova, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1455420,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1459879,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461358,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1453776,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1420648,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1354677,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1457714,0,"Catherine Donahue, Palak Joshi, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1460038,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1464398,0,Aliia Raitova,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1455534,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1448460,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1455405,0,"Victoria Dieckman, Yewon Kim",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1446918,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1424824,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1388557,0,FNU Mounika,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448581,0,Prince Tetteh,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1455652,0,Palak Joshi,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1442231,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1322263,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1456426,0,"Catherine Donahue, Anna Kluemke, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1412199,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1464532,0,Aliia Raitova,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461689,0,"Anna Kluemke, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1459663,0,"Alexander Mikhailov, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1448130,0,"Catherine Donahue, Palak Joshi, Madeline Schurman, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1445955,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1427554,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1432558,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1443324,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1460838,0,"Aaron Greenberg, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1448553,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1441361,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1459766,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1454284,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1413059,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1421332,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1437492,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1458531,0,"Rebecca Bahan, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1449263,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1441181,0,"Palak Joshi, Anna Kluemke",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1458454,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1460855,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1441921,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1444333,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461442,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1437618,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1433096,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1431586,0,"Brooke Armstrong, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1456615,0,Prince Tetteh,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1454482,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1424731,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1462658,0,"Victoria Dieckman, Aliia Raitova",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1448950,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1460091,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1408303,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1437755,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1452444,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1384701,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1451788,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1438352,0,"Victoria Dieckman, Yewon Kim",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1455049,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1446364,0,"Aaron Greenberg, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1453423,0,"Aaron Greenberg, Palak Joshi, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1449861,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1462425,0,Aliia Raitova,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1452352,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1435414,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461197,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1437301,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461057,0,"Aliia Raitova, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1450067,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1422075,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1422479,0,"Catherine Donahue, Anna Kluemke, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1449333,0,"Yewon Kim, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1453587,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448752,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1439535,0,"Catherine Donahue, Lavanya Thulasigam",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1446018,0,"Victoria Dieckman, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1428799,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1431174,0,Aliia Raitova,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1464516,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1458093,0,"Aaron Greenberg, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1416012,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461692,0,Prince Tetteh,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1357905,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1444390,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1451970,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1446213,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1441922,0,"Yewon Kim, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1394075,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1424547,0,Aliia Raitova,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1456518,0,"Brooke Armstrong, Palak Joshi, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1423888,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1410983,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1385203,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1454810,0,"Catherine Donahue, Yewon Kim",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1458079,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1461087,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1439796,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1386295,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1413723,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1448316,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1436046,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1453335,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1453836,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1442146,0,"Catherine Donahue, Palak Joshi",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1461829,0,Aliia Raitova,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1458893,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1443543,0,"Palak Joshi, Anna Kluemke",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1460841,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1462187,0,"Catherine Donahue, Aliia Raitova",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1449302,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1445747,0,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1451569,0,Palak Joshi,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1452657,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1453944,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1414670,0,"Brooke Armstrong, Catherine Donahue, FNU Mounika",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1447719,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1409513,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1452210,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1444179,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1410165,0,Prince Tetteh,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1447938,0,"Catherine Donahue, Yewon Kim",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1447690,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1431704,0,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
